atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_P,unit_O,unit_P
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC12,fenticonazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC13,omoconazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC14,sertaconazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC15,fluconazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC16,flutrimazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC17,eberconazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC18,luliconazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC19,efinaconazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC20,imidazoles/triazoles in combination with corticosteroids,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC21,neticonazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC22,lanoconazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC52,"miconazole, combinations",NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AC60,"bifonazole, combinations",NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE01,bromochlorosalicylanilide,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE02,methylrosaniline,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE03,tribromometacresol,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE04,undecylenic acid,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE05,polynoxylin,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE06,2-(4-chlorphenoxy)-ethanol,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE07,chlorphenesin,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE08,ticlatone,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE09,sulbentine,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE10,ethyl hydroxybenzoate,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE11,haloprogin,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE12,salicylic acid,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE13,selenium sulfide,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE14,ciclopirox,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE15,terbinafine,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE16,amorolfine,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE17,dimazole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE18,tolnaftate,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE19,tolciclate,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE20,combinations,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE21,flucytosine,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE22,naftifine,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE23,butenafine,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE24,tavaborole,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE25,liranaftate,NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength.",D01AE54,"undecylenic acid, combinations",NA,NA,NA,NA,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01B,ANTIFUNGALS FOR SYSTEMIC USE,D01BA,Antifungals for systemic use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength. The DDDs for griseofulvin and terbinafine are based on the treatment of dermatophyte infections in skin, hair or nails.",D01BA01,griseofulvin,NA,0.5,NA,g,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01B,ANTIFUNGALS FOR SYSTEMIC USE,D01BA,Antifungals for systemic use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength. The DDDs for griseofulvin and terbinafine are based on the treatment of dermatophyte infections in skin, hair or nails.",D01BA02,terbinafine,NA,0.25,NA,g,NA
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01B,ANTIFUNGALS FOR SYSTEMIC USE,D01BA,Antifungals for systemic use,"Only oral preparations in ATC group D are given DDDs.  Most products in this group are for topical use, and no DDDs are assigned because the amount given per day can vary very much according to the intensity and distribution of the disease.  Consumption figures for these dermatological preparations can be expressed in grams of preparations regardless of strength. The DDDs for griseofulvin and terbinafine are based on the treatment of dermatophyte infections in skin, hair or nails.",D01BA03,fosravuconazole,Expressed as ravuconazole,0.1,NA,g,NA
