atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_P,unit_O,unit_P
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB08,sodium nitrite,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB09,dimercaprol,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB13,obidoxime,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB14,protamine,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB15,naloxone,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB16,ethanol,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB17,methylthioninium chloride,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB18,potassium permanganate,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB19,physostigmine,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB20,copper sulfate,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB21,potassium iodide,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB22,amyl nitrite,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB23,acetylcysteine,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB24,digitalis antitoxin,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB25,flumazenil,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB26,methionine,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB27,4-dimethylaminophenol,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB29,cholinesterase,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB31,prussian blue,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB32,glutathione,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB33,hydroxocobalamin,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB34,fomepizole,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB35,sugammadex,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB36,phentolamine,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB37,idarucizumab,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB38,andexanet alfa,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AB54,pralidoxime and atropine,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AC,Iron chelating agents,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AC01,deferoxamine,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AC,Iron chelating agents,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AC02,deferiprone,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AC,Iron chelating agents,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AC03,deferasirox,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE01,polystyrene sulfonate,NA,45,NA,g,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE02,sevelamer,NA,6.4,NA,g,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE03,lanthanum carbonate,Expressed as lanthanum,2.25,NA,g,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE04,calcium acetate and magnesium carbonate,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE05,sucroferric oxyhydroxide,NA,1.5,NA,g,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE06,colestilan,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE07,calcium acetate,NA,6,NA,g,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE08,ferric citrate,NA,6,NA,g,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE09,patiromer calcium,NA,8.4,NA,g,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDD for lanthanum carbonate is expressed as lanthanum and is equivalent to 4.3 g lanthanum carbonate.The DDD for ferric citrate is based on the recommended dose for chronic kidney disease patients not on dialysis.The DDD for patiromer calcium is based on the recommended starting dose.",V03AE10,sodium zirconium cyclosilicate,NA,7.5,NA,g,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF01,mesna,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF02,dexrazoxane,NA,NA,1.5,NA,g
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF03,calcium folinate,Expressed as folinic acid,60,60,mg,mg
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF04,calcium levofolinate,Expressed as levofolinic acid,30,30,mg,mg
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF05,amifostine,NA,NA,1.7,NA,g
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF06,sodium folinate,Expressed as folinic acid,NA,60,NA,mg
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF07,rasburicase,NA,NA,14,NA,mg
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF08,palifermin,NA,NA,4.2,NA,mg
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF09,glucarpidase,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF10,sodium levofolinate,Expressed as levofolinic acid,NA,30,NA,mg
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF11,arginine and lysine,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group. The DDDs for calcium folinate, calcium levofolinate, sodium folinate and sodium levofolinate are based on the combined treatment with high doses of methotrexate.The DDD for amifostine is based on the use as an adjunct in antineoplastic therapy.",V03AF12,trilaciclib,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AG,Drugs for treatment of hypercalcemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AG01,sodium cellulose phosphate,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AG,Drugs for treatment of hypercalcemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AG05,sodium phosphate,NA,8,NA,g,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AH,Drugs for treatment of hypoglycemia,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AH01,diazoxide,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AK,Tissue adhesives,NA,NA,NA,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AM,Drugs for embolisation,NA,NA,NA,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AN,Medical gases,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AN01,oxygen,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AN,Medical gases,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AN02,carbon dioxide,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AN,Medical gases,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AN03,helium,NA,NA,NA,NA,NA
V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AN,Medical gases,"This group comprises many different types of drugs, and assigning DDDs are difficult.  Very few DDDs are assigned in this group.",V03AN04,nitrogen,NA,NA,NA,NA,NA
