atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_P,DDD_R,unit_O,unit_P,unit_R
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AC,Oxicams,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for meloxicam is based on the treatment of osteoarthritis.",M01AC02,tenoxicam,NA,20,20,20,mg,mg,mg
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AC,Oxicams,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for meloxicam is based on the treatment of osteoarthritis.",M01AC04,droxicam,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AC,Oxicams,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for meloxicam is based on the treatment of osteoarthritis.",M01AC05,lornoxicam,NA,12,12,12,mg,mg,mg
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AC,Oxicams,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for meloxicam is based on the treatment of osteoarthritis.",M01AC06,meloxicam,NA,15,15,15,mg,mg,mg
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AC,Oxicams,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for meloxicam is based on the treatment of osteoarthritis.",M01AC56,"meloxicam, combinations",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE01,ibuprofen,NA,1.2,1.2,1.2,g,g,g
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE02,naproxen,NA,0.5,NA,0.5,g,NA,g
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE03,ketoprofen,NA,0.15,0.15,0.15,g,g,g
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE04,fenoprofen,NA,1.2,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE05,fenbufen,NA,0.6,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE06,benoxaprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE07,suprofen,NA,0.4,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE08,pirprofen,NA,0.8,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE09,flurbiprofen,NA,0.2,NA,0.2,g,NA,g
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE10,indoprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE11,tiaprofenic acid,NA,0.6,NA,0.6,g,NA,g
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE12,oxaprozin,NA,0.9,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE13,ibuproxam,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE14,dexibuprofen,NA,0.8,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE15,flunoxaprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE16,alminoprofen,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE17,dexketoprofen,NA,75,75,NA,mg,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE18,naproxcinod,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE51,"ibuprofen, combinations",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE52,naproxen and esomeprazole,Refers to naproxen,0.5,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE53,"ketoprofen, combinations",NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE56,naproxen and misoprostol,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AE57,naproxen and diphenhydramine,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,Fenamates,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AG01,mefenamic acid,NA,1,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,Fenamates,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AG02,tolfenamic acid,NA,0.3,NA,0.3,g,NA,g
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,Fenamates,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AG03,flufenamic acid,NA,0.5,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AG,Fenamates,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH).",M01AG04,meclofenamic acid,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,Coxibs,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDDs for the coxibs are based on the treatment of osteoarthritis.",M01AH01,celecoxib,NA,0.2,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,Coxibs,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDDs for the coxibs are based on the treatment of osteoarthritis.",M01AH02,rofecoxib,NA,25,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,Coxibs,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDDs for the coxibs are based on the treatment of osteoarthritis.",M01AH03,valdecoxib,NA,10,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,Coxibs,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDDs for the coxibs are based on the treatment of osteoarthritis.",M01AH04,parecoxib,NA,NA,40,NA,NA,mg,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,Coxibs,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDDs for the coxibs are based on the treatment of osteoarthritis.",M01AH05,etoricoxib,NA,60,NA,NA,mg,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,Coxibs,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDDs for the coxibs are based on the treatment of osteoarthritis.",M01AH06,lumiracoxib,NA,0.1,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,Coxibs,"The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDDs for the coxibs are based on the treatment of osteoarthritis.",M01AH07,polmacoxib,NA,NA,NA,NA,NA,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX01,nabumetone,NA,1,NA,NA,g,NA,NA
M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","The DDDs are based on the treatment of rheumatoid arthritis, except for the coxibs (M01AH). The DDD for glucosamine refers to glucosamine sulfate.",M01AX02,niflumic acid,NA,0.75,NA,NA,g,NA,NA
