atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_P,DDD_R,unit_O,unit_P,unit_R
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AB,Nitroimidazole derivatives,"The DDDs are based on the treatment of amoebiasis, giardiasis and trichomoniasis.  The duration of the treatment periods is not taken into consideration.",P01AB05,propenidazole,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AB,Nitroimidazole derivatives,"The DDDs are based on the treatment of amoebiasis, giardiasis and trichomoniasis.  The duration of the treatment periods is not taken into consideration.",P01AB06,nimorazole,NA,2,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AB,Nitroimidazole derivatives,"The DDDs are based on the treatment of amoebiasis, giardiasis and trichomoniasis.  The duration of the treatment periods is not taken into consideration.",P01AB07,secnidazole,NA,2,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AB,Nitroimidazole derivatives,"The DDDs are based on the treatment of amoebiasis, giardiasis and trichomoniasis.  The duration of the treatment periods is not taken into consideration.",P01AB51,metronidazole and furazolidone,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AB,Nitroimidazole derivatives,"The DDDs are based on the treatment of amoebiasis, giardiasis and trichomoniasis.  The duration of the treatment periods is not taken into consideration.",P01AB52,metronidazole and diloxanide,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AC,Dichloroacetamide derivatives,The DDDs in this group are based on treatment of luminal amoebiasis.,P01AC01,diloxanide,NA,1.5,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AC,Dichloroacetamide derivatives,The DDDs in this group are based on treatment of luminal amoebiasis.,P01AC02,clefamide,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AC,Dichloroacetamide derivatives,The DDDs in this group are based on treatment of luminal amoebiasis.,P01AC03,etofamide,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AC,Dichloroacetamide derivatives,The DDDs in this group are based on treatment of luminal amoebiasis.,P01AC04,teclozan,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AR,Arsenic compounds,NA,P01AR01,arsthinol,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AR,Arsenic compounds,NA,P01AR02,difetarsone,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AR,Arsenic compounds,NA,P01AR03,glycobiarsol,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AR,Arsenic compounds,NA,P01AR53,"glycobiarsol, combinations",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX01,chiniofon,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX02,emetine,NA,NA,60,NA,NA,mg,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX04,phanquinone,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX05,mepacrine,NA,0.3,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX06,atovaquone,NA,2.25,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX07,trimetrexate,NA,NA,85,NA,NA,mg,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX08,tenonitrozole,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX09,dehydroemetine,NA,NA,60,NA,NA,mg,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX10,fumagillin,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX11,nitazoxanide,NA,1,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,NA,P01AX52,"emetine, combinations",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BA,Aminoquinolines,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDDs are based on the average daily dose for the treatment period.",P01BA01,chloroquine,base,0.5,0.5,NA,g,g,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BA,Aminoquinolines,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDDs are based on the average daily dose for the treatment period.",P01BA02,hydroxychloroquine,base,0.516,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BA,Aminoquinolines,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDDs are based on the average daily dose for the treatment period.",P01BA03,primaquine,base,15,NA,NA,mg,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BA,Aminoquinolines,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDDs are based on the average daily dose for the treatment period.",P01BA06,amodiaquine,NA,0.5,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BA,Aminoquinolines,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDDs are based on the average daily dose for the treatment period.",P01BA07,tafenoquine,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BB,Biguanides,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDD for proguanil is based on the daily dose given for prophylaxis of malaria.  The DDD for the fixed combination of proguanil and atovaquone is based on the treatment of acute malaria, while the DDD for the fixed combination of proguanil and chloroquine is based on prophylaxis of malaria, see list of DDDs for combination products www.whocc.no.",P01BB01,proguanil,"hydrochloride, (prophylactic daily dose)",0.2,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BB,Biguanides,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDD for proguanil is based on the daily dose given for prophylaxis of malaria.  The DDD for the fixed combination of proguanil and atovaquone is based on the treatment of acute malaria, while the DDD for the fixed combination of proguanil and chloroquine is based on prophylaxis of malaria, see list of DDDs for combination products www.whocc.no.",P01BB02,cycloguanil embonate,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BB,Biguanides,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDD for proguanil is based on the daily dose given for prophylaxis of malaria.  The DDD for the fixed combination of proguanil and atovaquone is based on the treatment of acute malaria, while the DDD for the fixed combination of proguanil and chloroquine is based on prophylaxis of malaria, see list of DDDs for combination products www.whocc.no.",P01BB51,proguanil and atovaquone,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BB,Biguanides,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDD for proguanil is based on the daily dose given for prophylaxis of malaria.  The DDD for the fixed combination of proguanil and atovaquone is based on the treatment of acute malaria, while the DDD for the fixed combination of proguanil and chloroquine is based on prophylaxis of malaria, see list of DDDs for combination products www.whocc.no.",P01BB52,chloroquine and proguanil,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BC,Methanolquinolines,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BC01,quinine,base,1.5,1.5,NA,g,g,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BC,Methanolquinolines,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BC02,mefloquine,base,1,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BD,Diaminopyrimidines,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDD for pyrimethamine is based on combination therapy with a sulphonamide for the treatment of malaria.",P01BD01,pyrimethamine,NA,75,NA,NA,mg,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BD,Diaminopyrimidines,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDD for pyrimethamine is based on combination therapy with a sulphonamide for the treatment of malaria.",P01BD51,"pyrimethamine, combinations",Refers to pyrimethamine,75,75,NA,mg,mg,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BE,"Artemisinin and derivatives, plain","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The parenteral DDD for arthemether is based on monotherapy.The DDDs for artemisinin derivatives are based on combination therapy with other antimalarials.",P01BE01,artemisinin,NA,1,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BE,"Artemisinin and derivatives, plain","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The parenteral DDD for arthemether is based on monotherapy.The DDDs for artemisinin derivatives are based on combination therapy with other antimalarials.",P01BE02,artemether,NA,0.28,0.12,0.28,g,g,g
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BE,"Artemisinin and derivatives, plain","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The parenteral DDD for arthemether is based on monotherapy.The DDDs for artemisinin derivatives are based on combination therapy with other antimalarials.",P01BE03,artesunate,NA,0.28,0.28,0.28,g,g,g
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BE,"Artemisinin and derivatives, plain","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The parenteral DDD for arthemether is based on monotherapy.The DDDs for artemisinin derivatives are based on combination therapy with other antimalarials.",P01BE04,artemotil,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BE,"Artemisinin and derivatives, plain","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The parenteral DDD for arthemether is based on monotherapy.The DDDs for artemisinin derivatives are based on combination therapy with other antimalarials.",P01BE05,artenimol,NA,0.28,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BF01,artemether and lumefantrine,Refers to artemether,0.28,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BF02,artesunate and mefloquine,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BF03,artesunate and amodiaquine,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BF04,"artesunate, sulfalene and pyrimethamine",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BF05,artenimol and piperaquine,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BF06,artesunate and pyronaridine,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BF07,artemisinin and piperaquine,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BF08,artemisinin and naphthoquine,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations","The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index.",P01BF09,"artesunate, sulfadoxine and pyrimethamine",NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BX,Other antimalarials,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDD for halofantrine is based on a one-day (12h) treatment.",P01BX01,halofantrine,NA,1.5,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BX,Other antimalarials,"The DDDs are based on the treatment of malaria, except for proguanil, which is used for prophylaxis only.  For some substances the DDDs are expressed as amount of base.  These are indicated in the ATC index. The DDD for halofantrine is based on a one-day (12h) treatment.",P01BX02,arterolane and piperaquine,NA,NA,NA,NA,NA,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CA,Nitroimidazole derivatives,The DDD for benznidazole is based on the treatment of trypanosomiasis.The DDD for fexinidazole is based on the average daily dose for the total 10 days course.,P01CA02,benznidazole,NA,0.4,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CA,Nitroimidazole derivatives,The DDD for benznidazole is based on the treatment of trypanosomiasis.The DDD for fexinidazole is based on the average daily dose for the total 10 days course.,P01CA03,fexinidazole,NA,1.44,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CB,Antimony compounds,The DDDs are expressed as pentavalent antimony (Sb5+) used in the treatment of visceral leishmaniasis.,P01CB01,meglumine antimonate,Sb5+,NA,0.85,NA,NA,g,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CB,Antimony compounds,The DDDs are expressed as pentavalent antimony (Sb5+) used in the treatment of visceral leishmaniasis.,P01CB02,sodium stibogluconate,Sb5+,NA,0.85,NA,NA,g,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CC,Nitrofuran derivatives,The DDDs are based on the treatment of trypanosomiasis.,P01CC01,nifurtimox,NA,0.7,NA,NA,g,NA,NA
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CC,Nitrofuran derivatives,The DDDs are based on the treatment of trypanosomiasis.,P01CC02,nitrofural,NA,NA,NA,NA,NA,NA,NA
